Jurisdicción,Fuente,Fecha de carga,Año de Publicación de la Guia,Programa,ID Programas,Nombre Programa,Ministerio/ Organismo descentralizado,Secretaría ,Sub Secretaría ,Dirección/ unidad,Año de Implementacion Programa,Se encuentra bajo un Plan?,Plan,Clasificador A - Temática,Clasificador Sistema,Objetivo general,Objetivos específicos,Normativa,Población destinataria,Requisitos de Accesibilidad,Criterios de elegibilidad,¿Cuál es el alcance del programa?,Prestación,ID Prestación,Tipo de prestación,Modalidad de ejecución,Tipo de destinatario,Cargo Funcionario,Nombre Funcionario,Nombre Refrente
38. Jujuy,1. Primaria,2024-07-30,2023,PROYECTO OFICINA DE IGUALDAD DE DERECHOS EN DISCAPACIDAD ,,PROYECTO OFICINA DE IGUALDAD DE DERECHOS EN DISCAPACIDAD ,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección Provincial de Inclusión de Personas con Discapacidad ,,3-Sin Información,,"6-Inclusión Social, Cuidados y Crianzas",2-No contributivo,Asegurar el ejercicio efectivo de los derechos a las personas con discapacidad. ,"Habilitar espacios de asesoramiento, gestión y acompañamiento a las personas con discapacidad para el acceso igualitario al derecho a la educación, salud, vivienda, trabajo, transporte, comunicación, entre otros, e Instituciones para la gestión de la personería Jurídica; Articular con organismos gubernamentales y efectores para cumplimentarlos derechos relativos a las personas con discapacidad. ",Decreto Provincial 7121-DH/2023. ,"Personas con o sin discapacidad, familiares e Instituciones.","Personas con o sin discapacidad, familiares e instituciones accederán a las prestaciones presentando una solicitud formal (escrita, verbal, vía web y/o telefónica). ",SD,5. Total provincia,Oficina por la Igualdad de Derechos en Discapacidad (O.I.D.D.): brinda el servicio a través de dos Áreas: Garantía de Derechos (AGD)y Restitución de Derechos(ARD).; Coordinación para la conformación de Áreas de Discapacidad en los Municipios que no la tienen,,,,,Dirección: Provincial de Inclusión de Personas con Discapacidad ,Abogada Claudia Choque ,
38. Jujuy,1. Primaria,2024-07-30,2023,PROGRAMA EMPRENDIMIENTOS PRODUCTIVOS ,,PROGRAMA EMPRENDIMIENTOS PRODUCTIVOS ,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección Provincial de Inclusión de Personas con Discapacidad ,,3-Sin Información,,"6-Inclusión Social, Cuidados y Crianzas",2-No contributivo,"Garantizar los derechos de las personas con discapacidad en el marco de la Convención Internacional sobre los Derechos de las personas con Discapacidad(Art.27),dando cumplimiento con el Art.10 del Plan Provincial de Discapacidad 2023 del Ministerio de Desarrollo Humano de la Provincia de Jujuy. ","Garantizar el acceso igualitario al derecho al trabajo de la persona con discapacidad; Restituir derechos vulnerados acordes a la normativa vigente; Propiciar la concientización de la inclusión laboral del colectivo con discapacidad sin discriminación, cumpliendo sus derechos ciudadanos; Brindar talleres de capacitación en oficios orientados a PCD; Brindar charlas informativas a empresas sobre beneficios fiscales y previsionales de contratar a una PCD y organismos públicos sobre cupo laboral ",Decreto Provincial 7121-DH/2023. ,Personas con discapacidad. ,Cumplimiento de la normativa vigente. ,SD,5. Total provincia,Capacitación en proyectos productivos a personas con discapacidad; Asesoramiento en elaboración de proyectos  Recepción y evaluación de proyectos; Selección de proyectos que ajusten al espíritu del programa y la autonomía de la persona con discapacidad; Financiamiento del proyecto seleccionado; Monitoreo de la ejecución del proyecto ,,,,,Dirección: Provincial de Inclusión de Personas con Discapacidad ,Abogada Claudia Choque ,
38. Jujuy,1. Primaria,2024-07-30,2023,PROGRAMA FORTALECIMIENTO INSTITUCIONAL,,PROGRAMA FORTALECIMIENTO INSTITUCIONAL,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección: Provincial de Inclusión de Personas con Discapacidad  ,,3-Sin Información,,2-Promoción del Empleo,2-No contributivo,"Promover estrategias de corresponsabilidad con los Municipios de la Provincia, y cooperar con instituciones públicas y de la Sociedad Civil que favorezcan el desarrollo humano y social de la persona con discapacidad en el marco de la Convención Internacional sobre los Derechos de las personas con Discapacidad(Ley26378) sancionadaenelaño2008. ","Procurar la construcción de nuevas estrategias de trabajo interdisciplinarias, interinstitucionales e intersectoriales que incluyan la salud, educación, esparcimiento, en donde las diferentes organizaciones trabajen conjuntamente desde diferentes miradas en la construcción de una bordaje integral de las diferentes problemáticas facilitando el fortalecimiento y expansión de las redes sociales e interinstitucionales; Generar las acciones promocionales tendientes a favorecer el desarrollo y la participación de la persona con discapacidad en todos los ámbitos de la vida cotidiana; Acompañar situaciones específicas vinculadas a las personas con discapacidad. ",Decreto Provincial 7121-DH/2023. ,Personas con discapacidad. ,"Presentación del Proyecto/ nota firmada por el presidente de la institución/ ONG, Asociación o Fundación o Municipio. Estatuto, personería jurídica, Constancia o certificado de situación actual ante Fiscalía de Estado, Constancia de inscripción ante AFIP, Constancia de Inscripción en Rentas, acta Constitutiva. Persona autorizada designada para recibir las donaciones, debe presentar nota de autorización, D.N.I., CUIL, certificado de residencia.",SD,5. Total provincia,Capacitación en proyectos productivos a personas con discapacidad; Asesoramiento en elaboración de proyectos; Recepción y evaluación de proyectos; Selección de proyectos que ajusten al espíritu del programa y la autonomía de la persona con discapacidad; Financiamiento del proyecto seleccionado; Monitoreo de la ejecución del proyecto ,,,,,Director Provincial de Inclusión de Personas con Discapacidad  ,Abogada Claudia Choque ,
38. Jujuy,1. Primaria,2024-07-30,2023,PROGRAMA BANCO DE ELEMENTOS,,PROGRAMA BANCO DE ELEMENTOS,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección Provincial de Inclusión de Personas con Discapacidad  ,,3-Sin Información,,2-Promoción del Empleo,2-No contributivo,Lograr la autonomía en las diferentes acciones de la vida cotidiana de las personas con discapacidad que se encuentren en situación de vulnerabilidad social y económica de la Provincia de Jujuy a través del otorgamiento de ayudas técnicas.  ,"Abarcar a la población sin discapacidad con alguna patología transitoria que tenga la necesidad de alguna ayuda técnica para poder continuar con su vida diaria sin cobertura social; Satisfacer la demanda de la población de referencia en relación a distintos tipos de equipamiento acorde a sus necesidades; Otorgar ayudas técnicas del Banco de Elementos según la situación socio- económica de la persona con discapacidad que solicita el beneficio; Establecer un sistema de entrega por medio de comodato, que garantice la circulación, la devolución del elemento, el mantenimiento y el reúso del mismo; Interpretar las prescripciones de equipamiento particular y asesorar según corresponda; Realización de convenios con instituciones–escuelas técnicas, talleres-que garanticen arreglos y adaptaciones. ",Decreto Provincial 7121-DH/2023. ,Personas con discapacidad. ,"Presentación del Proyecto/ nota firmada por el presidente de la institución/ ONG, Asociación o Fundación o Municipio. Estatuto, personería jurídica, Constancia o certificado de situación actual ante Fiscalía de Estado, Constancia de inscripción ante AFIP, Constancia de Inscripción en Rentas, acta Constitutiva. ",SD,5. Total provincia,Capacitación; Convenio con Instituciones; Ayuda técnica ,,,,,Director Provincial de Inclusión de Personas con Discapacidad  ,Abogada Claudia Choque ,
38. Jujuy,1. Primaria,2024-07-30,2023,PROGRAMA DEPORTE ADAPTADO ,,PROGRAMA DEPORTE ADAPTADO ,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección Provincial de Inclusión de Personas con Discapacidad  ,,3-Sin Información,,"6-Inclusión Social, Cuidados y Crianzas",2-No contributivo,"Apoyar y promover las prestaciones que benefician a la población que vive con algún tipo de discapacidad a través de la práctica de deporte de forma recreativa, formativa y competitiva ","Desarrollar cualidades físicas que favorezcan la independencia funcional; Potencias las habilidades motrices que aumenten la autoestima; Fomentar actividades, por medio de la actividad física y el deporte favoreciendo la independencia y el desafío personal; Incentivar la participación a nivel familiar y social.  ",Decreto Provincial 7121-DH/2023. ,Personas con discapacidad. Profesores de educación física. Referentes de instituciones en la temática. ,"Recepción de solicitudes presencial, telefónica y virtual (e-mail, Messenger, etc.)Inscripciones en plazos establecidos ",SD,5. Total provincia,"Capacitación; Programas de desarrollo deportivo y recreativo: Odisea Pachamama;  Asistencia Técnica a institución; Campaña de Difusión y sensibilización  Las actividades se programan con diferentes áreas en las modalidades de oficina móvil, cuyos destinatarios es el público en general.  Para las actividades específicas como por ejemplo básquet en silla, atletismo, boccia, futbol 7, hockey, son actividades puntuales que se fortalece con asistencia técnica y apoyo logístico. Se fortalece a las Instituciones como Casa del Niño y Casa del Adolescentes con prácticas recreativas para niños, niñas y adolescentes  ",,,,,Director Provincial de Inclusión de Personas con Discapacidad  ,Prof. Mariano Vera ,
38. Jujuy,1. Primaria,2024-07-30,2023,PROGRAMA CENTROS DE DIA Y RESIDENCIAS DE LARGA ESTADIA  PARA PERSONAS ADULTAS MAYORES. ,,PROGRAMA CENTROS DE DIA Y RESIDENCIAS DE LARGA ESTADIA  PARA PERSONAS ADULTAS MAYORES. ,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección Provincial de Protección Integral de las Personas Adultas Mayores,,3-Sin Información,,"6-Inclusión Social, Cuidados y Crianzas",2-No contributivo,"Garantizar el cuidado y bienestar de las personas adultas mayores en el marco de la protección integral de derechos, tratando de no desarraigarlas de sus lugares de referencia. "," Generar procesos de incorporación de prácticas sociales positivas en la vida cotidiana socio familiar de las personas adultas mayores; Brindar servicios de calidad en los centros de días y residencias para personas adultas mayores; Favorecer el protagonismo de las personas adultas mayores, facilitar la reconstitución de redes sociales, estimular la autoestima y la participación. ",Decreto Provincial 7121-DH/2022 ,Personas Adultas Mayores y adultos próximos a jubilarse. Adultos mayores en situación de vulnerabilidad y sin red familiar. ,Adulto mayor en situación de vulnerabilidad de derechos. ,SD,3. Departamentos/ municipios priorizados,"Centros de Día para personas adultas mayores: son dispositivos complementarios a la vida familiar donde las personas adultas mayores concurren a lo largo del día con el objetivo de contribuir a la optimización de su desarrollo integral. Son alternativos a la institucionalización que resultan fuentes de apoyo social formal dentro de la comunidad, generando espacios de apoyo emocional, cognitivo, instrumental y material; Residencias de larga estadía para personas Adultas Mayores: son centros gerontológicos abiertos de desarrollo personal, atención integral y socio sanitario interprofesional en el que viven temporal o permanentemente Personas Adultas Mayores con algún grado de dependencia. ",,,,,Director Provincial de Protección Integral de las Personas Adultas Mayores ,Nicolás Ruiz  ,
38. Jujuy,1. Primaria,2024-07-31,2023,PROGRAMA DE PROMOCION DE DERECHOS DE PERSONAS  ADULTAS MAYORES. ,,PROGRAMA DE PROMOCION DE DERECHOS DE PERSONAS  ADULTAS MAYORES. ,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección Provincial de Protección Integral de las Personas Adultas Mayores,,3-Sin Información,,"6-Inclusión Social, Cuidados y Crianzas",2-No contributivo,"Sensibilizar y concientizar a toda la población jujeña sobre el envejecimiento, entendido como un proceso evolutivo más dentro del ciclo de vida y que merece ser vivido con plenitud como sujetos activos de derechos. ","Acciones destinadas a fortalecer el rol de las familias y la comunidad a través de promoción de derechos y a través de la prevención de vulneración de derechos; Empoderar a la población adulta mayor como sujetos de derecho; Intervenir en espacios comunitarios y en las escuelas, asimismo realizar campañas de comunicación masiva; Acciones tienden a difundir los derechos de las personas adultas mayores de la provincia como a la concientización para la prevención de diversas problemáticas existentes; Actividades que fomentan al acceso de derechos de las personas adultas mayores que se encuentran en las instituciones como así también a instituciones no gubernamentales que así lo soliciten. ",Decreto Provincial 7121-DH/2022 ,Principalmente a personas adultas mayores pero tendiente a abarcar a todas aquellas personas que interactúan con las personas adultas mayores.  ,El acceso es libre y gratuito. ,SD,5. Total provincia,"Talleres destinados a personas de todas las edades y talleres dirigidos especialmente a personas adultas mayores; Difusión masiva a través de diferentes medios de comunicación sobre toma de conciencia, sensibilización y empoderamiento de las personas adultas mayores;. Actividades de promoción de derechos, conmemoraciones de fechas de relevancia.;. Capacitaciones a personas y centros de atención a personas adultas mayores;. Actividades orientadas a disfrutar de espacios de recreatividad, espacios culturales y deporte adaptado;. Viajes a puntos turísticos dentro de la provincia;. Reuniones intergeneracionales. ",,,,,Director Provincial de Protección Integral de las Personas Adultas Mayores ,Nicolás Ruiz  ,
38. Jujuy,1. Primaria,2024-07-31,2023,PROYECTO FORTALECIMIENTO FAMILIAR ( PRIMERA ESCUCHA Y EQUIPO INTERDISCIPLINARIO) ,,PROYECTO FORTALECIMIENTO FAMILIAR ( PRIMERA ESCUCHA Y EQUIPO INTERDISCIPLINARIO) ,Ministerio de Desarrollo Humano,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,Dirección Provincial de Protección Integral de las Personas Adultas Mayores,,3-Sin Información,,"6-Inclusión Social, Cuidados y Crianzas",2-No contributivo,"Brindar a las familias un servicio comunitario y polivalente para la información, orientación y asistencia de distintos tipos de problemáticas relacionadas a las personas adultas mayores. ","Intervenir para la resolución de conflictos intrafamiliares, fortalecer los vínculos y realizar los seguimientos de demandas; Prevenir el maltrato, vulnerabilidad y desigualdad que afectan a las personas adultas mayores. ",Decreto Provincial 7121-DH/2022 ,Toda aquella persona adulta mayor y adulta joven que este transcurriendo por conflictos intrafamiliares y el público general para la concientización. ,Documento Nacional de Identidad. ,SD,3. Departamentos/ municipios priorizados,"Servicio prestado por el equipo técnico; Jornadas y capacitaciones; Atención de la demanda espontanea, judicial o derivada.; Abordaje integral a través de terapia sistémica para la reconstrucción y fortalecimiento del vínculo; Jornadas de concientización en la prevención del maltrato, de sensibilización, de arte y capacitaciones de promoción de la independencia y autonomía con el objeto de contribuir a una mejora en la calidad de vida de las personas mayores. ",,,,,Director Provincial de Protección Integral de las Personas Adultas Mayores ,Nicolás Ruiz  ,
38. Jujuy,1. Primaria,2024-08-15,2023,POLITICAS SOCIO CULTURALES Y ABORDAJE INTERSECCIONAL ,,POLITICAS SOCIO CULTURALES Y ABORDAJE INTERSECCIONAL ,Ministerio de Desarrollo Humano,,Secretaría de Políticas Socioculturales y Abordaje Interseccional,,,3-Sin Información,,"6-Inclusión Social, Cuidados y Crianzas",2-No contributivo,"Potenciar las capacidades de desarrollo de las Comunidades Indígenas del territorio de la Provincia de Jujuy, mediante la habilitación de espacios participativos y de organización socio-comunitaria y colectiva.; Contribuir en el acceso a derechos de familias de Comunidades en condiciones de vulnerabilidad social para la promoción integral del bienestar de la calidad de vida. ","Promover actividades recreativas, de contención e integración de las infancias, adolescencias y sus familias en las Comunidades.; Desarrollar capacidades técnicas en actividades de oficios en diseño y recreación de prendas con enfoque de emprendedurismo familiar -comunitario.; Favorecer el acceso a un refuerzo alimentario mediante el fortalecimiento de los CAF de Comunidad en sus territorios. ",Decreto Provincial 7121-DH/2023. ,"Niños y niñas de comunidades asistentes a los CAF en sus territorios del Ramal, Puna, Quebrada y Valle con prioridad niñeces de 0 a 14 años de edad. Adultos referentes y Familias. Adultos y mayores en situación de vulnerabilidad social.  ",Acceso libre y gratuito. ,SD,3. Departamentos/ municipios priorizados,"Articulación, para la ejecución de las actividades se coordina en general con las autoridades comunales de manera de garantizar espacio físico, convocatoria y recursos e insumos para su desarrollo según la planificación acordada.; Actividades Recreativas - En el marco de la “Escuela de Verano” impulsadas por el MDH - 2023 se llevaron a cabo en Comunidades de las Regiones: Puna, Quebrada, Ramal y Valle una batería de dinámicas y juegos ancestrales. ;Capacitación: “Recreando Prendas”, tiene por objetivo enriquecer las propuestas formativas destinadas a adolescentes y mujeres contemplando su contexto socio – cultural para la adquisición de herramientas del emprendedurismo y el desarrollo de estrategias de la economía familiar. ; Asistencia Directa, se focaliza en la asistencia alimentaria de la población de niños y niñas, adolescentes, personas con discapacidad y mujeres embarazadas en situación de vulnerabilidad social asistentes a los CAF (Centros de Atención Familiar) mediante la entrega de insumos en mercadería (leche, azúcar, yerba, sémola, arroz, harina, cacao y cereales) para la elaboración de una merienda seca como refuerzo alimentario. ; Encuentros –Talleres, Los encuentros brindarán una batería de acciones de fortalecimiento de los adultos mayores como sector de necesidades específicas e integrales para su bienestar. ;Relevamiento Social, Se realiza la visita según demanda por asistencia en Ayuda Urgente a familias en situación de vulnerabilidad social, habitacional, alimentaria, u otras circunstancias que impliquen vulneración de derechos en miembro/ familias de Comunidades dentro del territorio de la provincia. Motivando la presencia del equipo/personal de la Subsecretaría para su asistencia en articulación con otros organismos y dispositivos locales del área social. ",,,,,,Sra. Yolanda María Cruz ,
38. Jujuy,1. Primaria,2024-08-15,2023,PROGRAMA COMER EN CASA (ASISTENCIA ALIMENTARIA),,PROGRAMA COMER EN CASA (ASISTENCIA ALIMENTARIA),Ministerio de Desarrollo Humano,Secretaría de Asistencia Directa y Calidad de Vida,,Dirección Provincial Plan Social Nutricional Provincial-PLASONUP ,,3-Sin Información,,1-Seguridad Alimentaria  ,2-No contributivo,Proveer de unidades alimentarias con productos indispensables para el equilibrio y calidad nutricional de cada familia beneficiaria con el propósito de complementar la alimentación de la familia en familia. ,"Mejorar el estado nutricional de los integrantes de la familia a través de la estrategia de fortalecimiento de los vínculos familiares y comunitarios.;  Incorporar progresivamente a los niños, niñas y adolescente beneficiarios de los comedores comunitarios y copas de leche al programa Comer en Casa y trabajar con las Organizaciones de la Sociedad Civil que los sustentan actualmente para que continúen su accionar en forma conjunta con el organismo de aplicación en la capacitación nutricional y otras que se articulen con las distintas áreas de este Ministerio a efectos de mejorar la calidad de vida de las familias que se relacionen con ellos. ",Ley 5343. Decreto 1658-DH-2016. ,Personas y Familias en vulnerabilidad socioeconómica de toda la provincia de Jujuy. ,"Requisitos para acceder al beneficio: familias en situación de vulnerabilidad con niños y niñas menores de 6 años, mujeres embarazadas, personas con discapacidad y personas adultas mayores con jubilación mínima o sin ingresos con riesgo nutricional. Se debe poseer un ingreso inferior a una jubilación mínima. ;Quienes no están en condiciones de acceder al programa son aquellas personas que: cuenten con un trabajo estable, sean empleados públicos o privados, los que cuenten con más de un inmueble, los monotributistas y aquellos que cuenten con más de un vehículo.  ",SD,5. Total provincia,"Entrega de módulos alimentarios, de manera continua, con 10 productos (azúcar, harina, fideo sopero, fideo guisero, postre, puré de tomate, leche, aceite, arroz y quínoa).; Capacitación permanente a los referentes de la unidad de gestión, los promotores y referentes municipales, en cuento a los requisitos, el protocolo del programa, y la metodología de cruce de dato para el ingreso al programa y desarrollo de las entregas en las localidades.  ",,,,,Director Provincial Plan Social Nutricional Provincial,Gladys Méndez ,
38. Jujuy,1. Primaria,2024-08-15,2023,PROGRAMA ALIMENTAR-CE ,,PROGRAMA ALIMENTAR-CE ,Ministerio de Desarrollo Humano,Secretaría de Asistencia Directa y Calidad de Vida,,Dirección Provincial Plan Social Nutricional Provincial –PLASONUP. ,,3-Sin Información,,1-Seguridad Alimentaria  ,2-No contributivo,"Complementar la alimentación de la población con diagnóstico de celiaquía, sin obra social y que se encuentra en situación de vulnerabilidad socioeconómica de la provincia de Jujuy, mediante la entrega y acreditación mensual de tarjetas alimentarias magnéticas para la compra de alimentos libres de gluten y mediante acciones de Educación Alimentaria Nutricional.","Mejorar el acceso a los alimentos destinados a la población celíaca en el marco de la Ley N°26.588 y su modificatoria Ley N°27.196. ; Contribuir a la adherencia de la alimentación libre de gluten mediante Educación Alimentaria Nutricional. ;Diversificar la alimentación y promover hábitos de consumo saludables, mediante la autoproducción de los alimentos ",Ley nacional Nº 27.196 Ley provincial Nº 26947 ,"Los criterios considerados para la confección del padrón de titulares de derecho con celiaquía de la Provincia de Jujuy, encuentran su fundamento en lo establecido por la Ley N°26.588 y su modificatoria Ley N°27.196, además de criterios de vulnerabilidad social. ",Personas con diagnóstico de enfermedad celíaca ;No registrar Obra Social a la fecha ;Encontrarse en situación de vulnerabilidad socio-económica. ,SD,5. Total provincia,"Capacitaciones sobre alimentación saludable, medidas de higiene y comensalidad ;Talleres sobre celiaquía, difusión, cocina saludable sin tacc, BPM y contaminación cruzada, huerta. 3. Promociones en TV, Radio, internet, entrega de folletería ;Consejos para una alimentación adecuada sin tacc, según GAPAS y ley nacional de promoción de alimentación saludable nº 27642 ;Asesoramiento para la compra de A.L.G. ",,,,,Director Provincial Plan Social Nutricional Provincial,Gladys Méndez ,
38. Jujuy,1. Primaria,2024-08-15,2023,"PROYECTO HUERTAS AGROECOLOGICAS ESCOLARES, FAMILIARES Y COMUNITARIAS ",,"PROYECTO HUERTAS AGROECOLOGICAS ESCOLARES, FAMILIARES Y COMUNITARIAS ",Ministerio de Desarrollo Humano,Secretaría de Asistencia Directa y Calidad de Vida,,Dirección Provincial Plan Social Nutricional Provincial –PLASONUP. ,,3-Sin Información,,1-Seguridad Alimentaria  ,2-No contributivo,"Promover la implementación de huertas escolares, familiares y comunitarias para la mayor accesibilidad de los productos necesarios para una adecuada alimentación. ","Brindar capacitación, apoyo técnico y suministros a fin de que cada beneficiario logre tener su huerta escolar, familiar y/o comunitaria; Capacitar para la preparación, conservación y utilización de los alimentos para consumo propio; Implementar el trueque de productos obtenidos e promover el intercambio de experiencias adquiridas durante el proceso. ",Ley prov. Nº 5343 /02 ,"Escuelas, familias en situación de vulnerabilidad socioeconómica y organizaciones comunitarias y centros de atención familiar. ","Presentación de notas de solicitud, y estar dentro de la población destinataria. ",SD,5. Total provincia,"Talleres teóricos-prácticos y seguimiento hasta la primera producción de la huerta ;Talleres de Capacitación para la preparación, conservación y utilización de los alimentos ; Organización de Ferias de Trueques. ",,,,,Director Provincial Plan Social Nutricional Provincial,Gladys Méndez ,
38. Jujuy,1. Primaria,2024-08-15,2023,PROYECTO ASISTENCIA NUTRICIONAL ESCOLAR. ,,PROYECTO ASISTENCIA NUTRICIONAL ESCOLAR. ,Ministerio de Desarrollo Humano,Secretaría de Asistencia Directa y Calidad de Vida,,Dirección Provincial Plan Social Nutricional Provincial –PLASONUP. ,,3-Sin Información,,1-Seguridad Alimentaria  ,2-No contributivo,Brindar asistencia alimentaria a los alumnos tendientes a mejorar el estado nutricional y de salud de la población escolar. ,"Contribuir al aumento del rendimiento escolar y a la disminución de los índices de abandono escolar, ausentismo y desgranamiento procurando al mismo tiempo promover la participación social ;Fortalecer el vínculo escuela – comunidad a través de la participación de los padres en la correcta implementación de un menú saludable ;Promover instancias de capacitación continua para la optimización de las prestaciones alimentarias ;Fomentar en las Escuelas el abordaje del tema alimentario nutricional a través de contenidos transversales. ",Decreto 7121– DH/2022 ,"Alumnos de todas las escuelas públicas primarias, centros de desarrollos infantiles provinciales y municipales. Alumnos de escuelas secundarias seleccionadas según criterios preestablecidos. ",La prestación refuerzo nutricional se brinda a todos los alumnos de todas las escuelas públicas primarias. A escuelas públicas secundarias y centros de desarrollo infantil localizados en zonas vulnerables. La prestación comedora escolar se brinda en escuelas y centros de desarrollo infantil ubicados en áreas vulnerables. ,SD,5. Total provincia,"Provisión de Refuerzo Nutricional (insumos para desayuno o merienda basado en la inclusión de lácteos en sus diversas formas) para todo el alumnado de las escuelas públicas de nivel inicial y primario. También se cubre con esta prestación a establecimientos de nivel medio y centros de desarrollo infantil. ;Provisión de víveres frescos y secos a Comedores Escolares para la elaboración de desayuno, almuerzo, merienda y cena, según corresponda, en escuelas primarias y secundarias con Jornada Simple, completa, extendida y/o albergue Anexo ;Supervisiones de gestión para establecer si se cumple con lo establecido en los menús, la calidad de los alimentos otorgados a la población escolar y las medidas de higiene. ",,,,,Director Provincial Plan Social Nutricional Provincial,Gladys Méndez ,
